AnimationName,Timestamp,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
Left180_1,2.156869,,-0.10432,0.04306614,-0.00207814,0.2304145,0.08237971,-0.2789344,-0.02177011,1.435707,0.1191775,0.06496422,-0.04218351,-0.3007897,0.01971796,-0.2860889,0.848721,0.02621477,0.05168915,-0.1649801
Left180_1,2.174651,,-0.102996,0.04214335,-0.007380009,0.230202,0.07682191,-0.2619499,-0.02124481,1.43668,0.1158175,0.06619915,-0.04613958,-0.2650934,-0.01062378,-0.2778899,0.8492261,0.02626516,0.04868507,-0.1680013
Left180_1,2.208613,,-0.1008617,0.04037698,-0.01541891,0.2281985,0.06695469,-0.2310805,-0.02036717,1.438252,0.1098688,0.1067169,-0.08831825,-0.401945,-0.1001753,-0.4933607,1.543467,0.04388178,0.07858872,-0.2974335
Left180_1,2.227176,,-0.09967867,0.03958773,-0.02019995,0.2262323,0.06154222,-0.2134384,-0.01998108,1.438966,0.1069702,0.05915165,-0.03946275,-0.2390518,-0.09830743,-0.2706239,0.8821078,0.01930483,0.03566742,-0.1449302
Left180_1,2.244548,,-0.0984022,0.03878871,-0.02579998,0.2231001,0.05608832,-0.193591,-0.01963827,1.43954,0.1042456,0.06382354,-0.03995094,-0.2800018,-0.1566097,-0.2726948,0.9923674,0.01714034,0.02871752,-0.1362287
Left180_1,2.261588,,-0.09696119,0.03795457,-0.03189674,0.219028,0.05094268,-0.1722345,-0.01929682,1.439993,0.1015737,0.07205084,-0.04170705,-0.3048378,-0.2036072,-0.2572821,1.067828,0.01707254,0.02263188,-0.1335993
Left180_1,2.278535,,-0.09569725,0.03724046,-0.03611191,0.2150859,0.04685142,-0.1540606,-0.01950659,1.440285,0.09929489,0.06319694,-0.0357056,-0.2107585,-0.1971051,-0.2045631,0.9086922,-0.01048855,0.01462698,-0.1139387
Left180_1,2.295522,,-0.09449156,0.03655808,-0.03955251,0.2110684,0.0433892,-0.1371278,-0.01994676,1.440483,0.09718017,0.06028451,-0.034119,-0.17203,-0.2008729,-0.1731105,0.846643,-0.02200836,0.00987649,-0.105736
Left180_1,2.32952,,-0.09391177,0.03556008,-0.0464039,0.1974497,0.03575112,-0.09479827,-0.01984648,1.440741,0.09195328,0.02898946,-0.04990008,-0.3425697,-0.6809347,-0.3819043,2.116475,0.005013868,0.01289845,-0.2613444
Left180_1,2.346522,,-0.09418759,0.03518658,-0.05004633,0.1909067,0.03301125,-0.07735899,-0.01903625,1.440721,0.08997719,-0.01379102,-0.01867488,-0.1821216,-0.3271542,-0.1369933,0.8719642,0.04051123,-0.001001358,-0.09880438
Left180_1,2.363497,,-0.0945599,0.03483731,-0.05373154,0.1844749,0.03081696,-0.06120225,-0.0180457,1.440642,0.08820803,-0.01861565,-0.01746323,-0.1842603,-0.3215864,-0.1097146,0.8078368,0.04952783,-0.003945827,-0.08845776
Left180_1,2.383273,,-0.09542532,0.03457909,-0.05827817,0.1770519,0.02914885,-0.04370452,-0.01664216,1.440305,0.08736194,-0.04327074,-0.01291111,-0.2273314,-0.3711514,-0.08340581,0.8748869,0.07017702,-0.01680851,-0.04230477
Left180_1,2.400477,,-0.09625201,0.03434474,-0.0623467,0.1704186,0.02821181,-0.02857429,-0.01534554,1.439926,0.08684213,-0.0413347,-0.01171734,-0.2034267,-0.3316663,-0.04685186,0.7565112,0.064831,-0.01898408,-0.02599061
Left180_1,2.417478,,-0.09893013,0.03355129,-0.0696659,0.1624175,0.02842791,-0.008810811,-0.01332125,1.439278,0.08673623,-0.1339059,-0.03967267,-0.3659601,-0.4000545,0.01080511,0.9881741,0.1012146,-0.03237724,-0.005294755
Left180_1,2.434474,,-0.1015427,0.03277489,-0.07683717,0.1542804,0.02929638,0.01040201,-0.01129245,1.438548,0.08667649,-0.1306269,-0.03881995,-0.3585637,-0.4068546,0.04342338,0.9606413,0.10144,-0.03651381,-0.002986938
Left180_1,2.468445,,-0.1069532,0.03106898,-0.08794164,0.1403103,0.03164353,0.03544707,-0.007622073,1.43733,0.08761979,-0.2705261,-0.08529574,-0.5552232,-0.6985024,0.1173576,1.252253,0.1835186,-0.06088018,0.04716478
Left180_1,2.468445,,-0.1069532,0.03106898,-0.08794164,0.1403103,0.03164353,0.03544707,-0.007622073,1.43733,0.08761979,0,0,0,0,0,0,0,0,0
Left180_1,2.498176,,-0.1123008,0.03013504,-0.09811259,0.1265355,0.03447711,0.05427608,-0.004054295,1.436175,0.08887432,-0.2673809,-0.04669679,-0.5085476,-0.6887429,0.1416789,0.9414507,0.1783889,-0.0577867,0.06272644
Left180_1,2.515126,,-0.1157348,0.03008024,-0.1057235,0.1168809,0.03678231,0.06501965,-0.001766955,1.435301,0.09019243,-0.1716979,-0.002739951,-0.3805466,-0.4827306,0.1152597,0.5371785,0.114367,-0.04366636,0.0659056
Left180_1,2.534327,,-0.1195688,0.03014063,-0.1146012,0.1058814,0.03998006,0.07794628,0.0007944495,1.434199,0.09165954,-0.1917034,0.003019534,-0.4438844,-0.5499758,0.1598876,0.6463312,0.1280703,-0.05511642,0.07335544
Left180_1,2.568227,,-0.1245694,0.03135812,-0.1273132,0.09340575,0.04381467,0.09015018,0.002990259,1.432737,0.09419704,-0.25003,0.06087432,-0.6355994,-0.6237805,0.1917306,0.6101951,0.1097905,-0.07309318,0.1268752
Left180_1,2.585373,,-0.1269887,0.032512,-0.1348539,0.08854429,0.04430438,0.09075295,0.003797311,1.432324,0.09582525,-0.1209617,0.05769413,-0.3770351,-0.243073,0.0244854,0.03013872,0.04035262,-0.02065301,0.08141063
Left180_1,2.602339,,-0.1293349,0.03400125,-0.1423627,0.0836713,0.04465023,0.090792,0.004650062,1.431924,0.09741568,-0.1173124,0.07446241,-0.37544,-0.2436496,0.01729261,0.001952425,0.04263754,-0.0199914,0.07952116
Left180_1,2.619288,,-0.1319057,0.03717599,-0.1501909,0.07849294,0.04401002,0.087547,0.005844896,1.431675,0.09886003,-0.1285411,0.1587369,-0.3914081,-0.2589181,-0.03201049,-0.1622502,0.05974169,-0.01244545,0.07221736
Left180_1,2.636349,,-0.1345458,0.04017548,-0.1574273,0.07392178,0.04350437,0.08448627,0.006982659,1.431469,0.1001071,-0.1320049,0.1499746,-0.3618218,-0.2285577,-0.02528261,-0.1530364,0.05688816,-0.01032352,0.06235242
Left180_1,2.653307,,-0.1372851,0.04175485,-0.1620061,0.0718569,0.04334609,0.08245516,0.007822249,1.431547,0.1004115,-0.1369633,0.07896852,-0.2289422,-0.1032442,-0.00791382,-0.1015555,0.04197951,0.003898144,0.01522042
Left180_1,2.688843,,-0.1432595,0.04578752,-0.1765248,0.0654247,0.04424541,0.07716542,0.01075154,1.431911,0.1005365,-0.2987213,0.2016334,-0.7259309,-0.3216099,0.04496593,-0.2644871,0.1464647,0.01822114,0.006248429
Left180_1,2.705794,,-0.1455522,0.04760745,-0.1854782,0.063657,0.04605349,0.07304742,0.01309101,1.431882,0.1014934,-0.1146331,0.09099673,-0.4476696,-0.08838512,0.09040385,-0.2058998,0.1169733,-0.001484156,0.04784986
Left180_1,2.722743,,-0.1468948,0.04875626,-0.1955883,0.06530175,0.049868,0.06648671,0.01666003,1.431339,0.1044518,-0.06713048,0.05744044,-0.5055055,0.08223765,0.1907257,-0.3280357,0.1784511,-0.02713203,0.147919
Left180_2,0,,-0.1362381,0.0570652,0.05298373,0.2238997,0.05713649,-0.141557,-0.04657036,1.447981,0.0694081,0.5328342,0.415447,12.4286,7.929897,0.3634244,-10.40219,-3.16152,0.8320808,-1.752186
Left180_2,0.01698318,,-0.1300663,0.05663112,0.07205795,0.2235838,0.05752369,-0.1475485,-0.04852404,1.448049,0.06701484,0.3085911,-0.0217041,0.9537107,-0.01579449,0.01936015,-0.2995729,-0.09768419,0.003415346,-0.119663
Left180_2,0.03394978,,-0.1236969,0.05683548,0.09134021,0.2231062,0.0578538,-0.1535172,-0.05045647,1.44804,0.0646682,0.3184673,0.01021829,0.9641134,-0.02387911,0.01650527,-0.2984345,-0.09662155,-0.0004589558,-0.1173321
Left180_2,0.06799272,,-0.1024238,0.05874773,0.1375406,0.2212757,0.05818157,-0.1668728,-0.05524602,1.447262,0.06001731,1.063658,0.09561237,2.31002,-0.09152666,0.01638867,-0.6677836,-0.2394775,-0.03888011,-0.2325445
Left180_2,0.06799272,,-0.1024238,0.05874773,0.1375406,0.2212757,0.05818157,-0.1668728,-0.05524602,1.447262,0.06001731,0,0,0,0,0,0,0,0,0
Left180_2,0.09220468,,-0.09246306,0.05922568,0.1565615,0.2193516,0.05931114,-0.177273,-0.05769358,1.447024,0.05860205,0.4980367,0.02389736,0.9510458,-0.09620562,0.05647838,-0.5200066,-0.122378,-0.01187921,-0.07076301
Left180_2,0.1261027,,-0.07656261,0.06110644,0.1813422,0.2172152,0.06066132,-0.191473,-0.06147566,1.446419,0.05683927,0.7950224,0.09403825,1.239035,-0.1068212,0.06750897,-0.7100001,-0.1891038,-0.03027916,-0.08813906
Left180_2,0.1430528,,-0.06617971,0.06257813,0.1934499,0.2157001,0.06177409,-0.2002687,-0.06395718,1.445982,0.05635517,0.5191453,0.07358454,0.6053843,-0.0757508,0.05563851,-0.4397869,-0.1240764,-0.02186894,-0.02420507
Left180_2,0.1600016,,-0.05448202,0.06455687,0.2059159,0.2136979,0.06328636,-0.2103536,-0.06683391,1.445436,0.05614718,0.5848846,0.09893663,0.6232985,-0.1001135,0.07561371,-0.5042449,-0.1438361,-0.0272572,-0.01039933
Left180_2,0.1769508,,-0.04408733,0.06614472,0.2145948,0.2116509,0.0648276,-0.2183581,-0.06958884,1.444954,0.05627507,0.5197343,0.07939264,0.4339479,-0.1023501,0.07706173,-0.4002266,-0.1377467,-0.02409816,0.006394275
Left180_2,0.193938,,-0.03483976,0.06741662,0.2209495,0.2096025,0.06639624,-0.2250345,-0.07225499,1.44451,0.05662624,0.4623786,0.0635948,0.3177322,-0.1024157,0.07843226,-0.3338158,-0.1333073,-0.02221465,0.01755878
Left180_2,0.2279596,,-0.0149684,0.06937683,0.2281307,0.2045627,0.0711989,-0.2393116,-0.07836864,1.443461,0.0590273,0.9935679,0.09801053,0.3590591,-0.2519928,0.2401326,-0.7138565,-0.3056828,-0.05245805,0.1200529
Left180_2,0.2468905,,-1.813213E-06,0.07033478,0.2276148,0.2002298,0.07531723,-0.2494222,-0.08275942,1.442684,0.06231615,0.7483295,0.04789755,-0.02579316,-0.2166428,0.2059165,-0.5055286,-0.2195388,-0.03885031,0.1644425
Left180_2,0.2639412,,0.01399434,0.07119589,0.2255401,0.1956941,0.07959484,-0.2591603,-0.08692556,1.44186,0.06598467,0.6998078,0.04305579,-0.1037359,-0.2267882,0.2138805,-0.4869089,-0.2083071,-0.04120469,0.1834262
Left180_2,0.2809315,,0.02518471,0.07226188,0.2220042,0.1915416,0.08310305,-0.2678207,-0.09017915,1.441004,0.06976205,0.5595183,0.05329959,-0.1767963,-0.2076246,0.1754105,-0.4330188,-0.1626793,-0.04277229,0.1888689
Left180_2,0.2979664,,0.03566465,0.0734227,0.218075,0.1873458,0.08656832,-0.2762377,-0.0932024,1.440097,0.07361666,0.5239969,0.05804077,-0.1964591,-0.209789,0.1732636,-0.4208475,-0.151163,-0.04537702,0.1927305
Left180_2,0.3149164,,0.04450212,0.07542829,0.2118014,0.1848508,0.08855178,-0.2848175,-0.09648217,1.439079,0.07724432,0.4418738,0.1002796,-0.3136814,-0.1247503,0.09917319,-0.428994,-0.163988,-0.05088449,0.1813829
Left180_2,0.3318885,,0.05356485,0.07821601,0.2056244,0.1824508,0.09043103,-0.293486,-0.09976526,1.437965,0.08088604,0.4531365,0.1393858,-0.3088489,-0.1199998,0.09396262,-0.4334226,-0.1641549,-0.0557065,0.1820859
Left180_2,0.3658817,,0.07100263,0.0816119,0.1820509,0.1781008,0.09665477,-0.313555,-0.1106786,1.434479,0.0904361,0.8718889,0.1697946,-1.178671,-0.2174988,0.3111869,-1.00345,-0.5456645,-0.174278,0.4775032
Left180_2,0.3828566,,0.07539293,0.08236672,0.171201,0.1772251,0.09987754,-0.3217956,-0.1155535,1.432712,0.09506566,0.219515,0.03774092,-0.5424969,-0.04378855,0.1611382,-0.4120275,-0.2437487,-0.08839369,0.231478
Left180_2,0.4031202,,0.07928689,0.08325716,0.1583015,0.1761927,0.1038364,-0.3311303,-0.1209942,1.430512,0.1006997,0.1946978,0.04452206,-0.6449767,-0.05161837,0.1979426,-0.4667372,-0.2720352,-0.1099765,0.2817016
Left180_2,0.4201788,,0.08097898,0.0842203,0.1484479,0.1757057,0.1069473,-0.3371907,-0.1246197,1.428703,0.1054584,0.0846047,0.04815683,-0.4926808,-0.02434775,0.155545,-0.3030181,-0.1812741,-0.09044409,0.2379373
Left180_2,0.4371292,,0.08194479,0.08519433,0.1380008,0.1757691,0.1104411,-0.3428151,-0.12801,1.426895,0.1102915,0.04829019,0.04870147,-0.5223542,0.003168732,0.1746915,-0.2812207,-0.169513,-0.09043217,0.2416518
Left180_2,0.4541684,,0.08189155,0.08614591,0.1256635,0.1781449,0.1152306,-0.3471068,-0.1309923,1.425248,0.1152831,-0.00266172,0.04757904,-0.6168641,0.1187898,0.2394751,-0.2145872,-0.1491152,-0.08231997,0.2495799
Left180_2,0.4880669,,0.08125287,0.08699698,0.1033732,0.183868,0.1250033,-0.3541813,-0.1355152,1.423059,0.1222218,-0.03193431,0.04255362,-1.114516,0.2861544,0.4886322,-0.3537238,-0.2261452,-0.1094699,0.3469359
Left180_2,0.505041,,0.08015227,0.0870394,0.09261843,0.1877829,0.1298181,-0.3564873,-0.1372637,1.422398,0.1246504,-0.05502962,0.00212118,-0.5377375,0.1957476,0.2407417,-0.1153007,-0.08742586,-0.03304482,0.1214318
Left180_2,0.5220411,,0.0776495,0.08695088,0.08136906,0.1932317,0.134266,-0.3568549,-0.138679,1.421967,0.1266738,-0.1251388,-0.004426017,-0.5624685,0.2724364,0.2223946,-0.01838207,-0.07076487,-0.02152324,0.1011673
Left180_2,0.5390626,,0.07531232,0.08714688,0.07063151,0.1999928,0.1380363,-0.356642,-0.1404516,1.421437,0.1286477,-0.116859,0.009799749,-0.5368773,0.3380559,0.1885168,0.01064539,-0.08862913,-0.02652407,0.09869412
Left180_2,0.5578502,,0.07134734,0.08673808,0.05580119,0.2104317,0.1408113,-0.3547651,-0.1430163,1.42081,0.131124,-0.1982488,-0.02043992,-0.7415162,0.521946,0.1387484,0.09384453,-0.1282349,-0.0313282,0.1238167
Left180_2,0.5750339,,0.06765811,0.08560052,0.0437478,0.2189367,0.1415617,-0.3520916,-0.144627,1.42064,0.1329022,-0.1844615,-0.0568781,-0.6026695,0.4252493,0.03752261,0.1336768,-0.08053854,-0.008493662,0.08891001
Left180_2,0.591993,,0.06439724,0.08373697,0.03333614,0.2263094,0.1403678,-0.3483872,-0.1454997,1.420904,0.134128,-0.1630437,-0.09317733,-0.5205829,0.3686361,-0.05969852,0.1852199,-0.04363433,0.01319647,0.06129071
Left180_2,0.6259775,,0.05713971,0.07972623,0.01418868,0.2436734,0.1375794,-0.3390039,-0.1464054,1.422216,0.1349328,-0.3628766,-0.2005368,-0.9573732,0.8682005,-0.1394168,0.4691675,-0.04528463,0.06558895,0.04024059
Left180_2,0.6429847,,0.05276582,0.0770001,0.0036859,0.2569334,0.1353587,-0.3313912,-0.1467528,1.423302,0.1346264,-0.2186943,-0.1363065,-0.5251389,0.6629966,-0.1110367,0.3806308,-0.01736954,0.05430579,-0.01531914
Left180_2,0.6599628,,0.04799635,0.07388198,-0.007774267,0.2733848,0.1329105,-0.3215537,-0.1471284,1.424564,0.1339668,-0.2384735,-0.155906,-0.5730084,0.8225709,-0.1224086,0.4918784,-0.0187777,0.0630796,-0.03298074
Left180_2,0.6769471,,0.04364229,0.0713949,-0.01742439,0.287954,0.131083,-0.312533,-0.1475275,1.425538,0.1334285,-0.2177032,-0.1243543,-0.482506,0.7284626,-0.09137839,0.4510358,-0.01995713,0.0487268,-0.0269182
Left180_2,0.6939599,,0.03957075,0.06930014,-0.02592179,0.3012959,0.1297011,-0.3039869,-0.1479408,1.426325,0.1329706,-0.2035771,-0.1047377,-0.42487,0.6670922,-0.06909147,0.4273042,-0.0206627,0.03935099,-0.02289414
Left180_2,0.7141683,,0.03377188,0.06686378,-0.03526993,0.317283,0.1276695,-0.2922658,-0.1479527,1.427258,0.1322358,-0.2899432,-0.1218181,-0.467407,0.7993579,-0.1015827,0.5860537,-0.0005953014,0.04663467,-0.03673956
Left180_2,0.7480683,,0.02105178,0.06267552,-0.05261349,0.3456866,0.123376,-0.267411,-0.1464282,1.429138,0.130737,-0.6360052,-0.2094131,-0.8671783,1.420176,-0.2146751,1.242739,0.07622615,0.09397268,-0.07493794
Left180_2,0.7650167,,0.01325427,0.06059586,-0.06269789,0.3606614,0.1209853,-0.2520407,-0.1448822,1.430249,0.129862,-0.3898755,-0.1039833,-0.5042201,0.7487416,-0.1195349,0.768514,0.07729828,0.05559325,-0.04375353
Left180_2,0.7819656,,0.006925366,0.05891569,-0.069944,0.371333,0.1188495,-0.2392976,-0.1434179,1.431087,0.1290933,-0.3164451,-0.08400828,-0.3623053,0.5335823,-0.1067892,0.637158,0.07321537,0.04188418,-0.03843084
Left180_2,0.7989499,,0.0008758888,0.05738434,-0.07691058,0.3813194,0.1169688,-0.2264409,-0.1419628,1.431857,0.1282967,-0.3024739,-0.07656757,-0.3483288,0.499317,-0.09403266,0.6428339,0.07275268,0.03849268,-0.03983304
Left180_2,0.8159098,,-0.004422723,0.05533441,-0.08294541,0.3899271,0.1158732,-0.2144567,-0.141097,1.432455,0.1275397,-0.2649306,-0.1024965,-0.3017415,0.4303887,-0.054783,0.5992115,0.04329011,0.02990961,-0.03784895
Left180_2,0.832859,,-0.009483567,0.05335929,-0.08891288,0.3981687,0.1150366,-0.2022288,-0.1402777,1.433006,0.1267674,-0.2530422,-0.09875577,-0.2983738,0.4120752,-0.04182905,0.6113932,0.04096627,0.02752542,-0.03861412
Left180_2,0.8498868,,-0.01729885,0.05093111,-0.09553346,0.4071843,0.1138188,-0.1869388,-0.1387571,1.433735,0.125415,-0.3907641,-0.1214091,-0.3310289,0.450784,-0.06088801,0.7645026,0.0760287,0.03648996,-0.06762072
Left180_2,0.8859299,,-0.02977018,0.04538294,-0.1067393,0.4234564,0.1136772,-0.1599337,-0.1382242,1.435043,0.1216409,-0.6235664,-0.2774086,-0.5602934,0.8136034,-0.007084385,1.350255,0.026647,0.06539226,-0.1887031
Left180_2,0.9028776,,-0.03424159,0.0423895,-0.1108372,0.4295449,0.114508,-0.1499487,-0.138992,1.435525,0.1198431,-0.2235705,-0.1496721,-0.2048932,0.3044248,0.04153959,0.4992478,-0.03839284,0.02410412,-0.08989386
Left180_2,0.9199197,,-0.03951227,0.03869098,-0.1141712,0.4332045,0.1154375,-0.1409395,-0.1392854,1.435818,0.1192917,-0.2635343,-0.184926,-0.1666982,0.1829788,0.04647896,0.4504606,-0.01466945,0.01465082,-0.02757013
Left180_2,0.9369001,,-0.04540603,0.03502966,-0.1173165,0.4363236,0.1161785,-0.131281,-0.1392651,1.436172,0.1184943,-0.2946878,-0.183066,-0.1572691,0.1559585,0.03705025,0.4829265,0.001014769,0.0176549,-0.03986582
Left180_2,0.9538332,,-0.05399811,0.03115989,-0.1196921,0.4380468,0.115909,-0.1192192,-0.1380819,1.436874,0.1166269,-0.4296038,-0.1934881,-0.1187768,0.08615553,-0.01347698,0.6030876,0.05916208,0.03513694,-0.09337328
Left180_2,0.9877964,,-0.07072775,0.02504314,-0.1222533,0.43927,0.1142992,-0.09850751,-0.134654,1.438851,0.1105063,-0.8364823,-0.3058378,-0.1280598,0.06116033,-0.08049086,1.035586,0.1713961,0.0988543,-0.3060304
Left180_2,1.004746,,-0.07887682,0.02281716,-0.1233631,0.4391788,0.1131718,-0.09006914,-0.1326512,1.439741,0.1078049,-0.4074533,-0.1112992,-0.0554923,-0.004556775,-0.05636811,0.4219186,0.100138,0.04450679,-0.1350697
Left180_2,1.023174,,-0.08824328,0.02121668,-0.12573,0.4384753,0.1117448,-0.0831845,-0.1302164,1.440066,0.1078687,-0.4683234,-0.08002371,-0.1183424,-0.03517866,-0.07135272,0.3442321,0.121738,0.01624823,0.003192574
Left180_2,1.040803,,-0.0983866,0.01926963,-0.1266188,0.4373473,0.1101659,-0.07690427,-0.1281258,1.440395,0.1075723,-0.5071658,-0.09735245,-0.04444346,-0.05639941,-0.07894449,0.3140111,0.1045302,0.0164032,-0.01481883
Left180_2,1.057829,,-0.1095683,0.01694187,-0.1257813,0.4357372,0.1083707,-0.0713219,-0.1264567,1.440713,0.1068805,-0.5590864,-0.1163881,0.04187748,-0.08050501,-0.08976087,0.2791185,0.08345768,0.01591444,-0.03459379
Left180_2,1.074775,,-0.1197491,0.01510942,-0.1259652,0.4325951,0.1061921,-0.06648514,-0.1242681,1.440976,0.1070553,-0.5090386,-0.09162245,-0.009196252,-0.1571029,-0.1089301,0.241838,0.1094285,0.01314282,0.008743256
Left180_2,1.091765,,-0.1290524,0.01389056,-0.1271902,0.4276794,0.103557,-0.0623859,-0.1214335,1.441203,0.1081286,-0.4651643,-0.060943,-0.06124899,-0.2457857,-0.1317527,0.2049621,0.1417287,0.01139045,0.05366355
Left180_2,1.125744,,-0.1490063,0.01297798,-0.1273092,0.4134087,0.09709866,-0.05328137,-0.1138731,1.441887,0.1082965,-0.9976961,-0.04562885,-0.005949289,-0.7135361,-0.3229167,0.4552264,0.378022,0.03420115,0.008395687
Left180_2,1.142782,,-0.1581781,0.01332733,-0.124881,0.3987398,0.09252949,-0.04785744,-0.1089775,1.442786,0.1057389,-0.4585914,0.01746728,0.121408,-0.7334426,-0.2284586,0.2711965,0.2447784,0.04490018,-0.1278814
Left180_2,1.15973,,-0.1669004,0.0133432,-0.1204838,0.3791305,0.08788823,-0.04189081,-0.1035012,1.444048,0.1013268,-0.4361108,0.0007936731,0.2198622,-0.9804681,-0.2320629,0.2983315,0.2738159,0.06311536,-0.2206039
Left180_2,1.178667,,-0.1729032,0.0138284,-0.1172831,0.3609178,0.08378796,-0.03750958,-0.09955019,1.444679,0.09894332,-0.3001407,0.02426007,0.1600347,-0.9106308,-0.2050139,0.219062,0.1975518,0.0315845,-0.119175
Left180_2,1.195712,,-0.176428,0.01448751,-0.1153487,0.3463027,0.08064405,-0.03486776,-0.0970773,1.444851,0.09816236,-0.1762427,0.03295518,0.09671636,-0.7307589,-0.1571953,0.132091,0.1236442,0.008583069,-0.03904775
Left180_2,1.212715,,-0.1804974,0.01466256,-0.1140117,0.3355027,0.07815459,-0.03062445,-0.09548656,1.444757,0.0976229,-0.2034679,0.008752616,0.06685257,-0.5399957,-0.1244731,0.2121651,0.07953718,-0.004732609,-0.02697296
Left180_2,1.246677,,-0.1887837,0.01482125,-0.1100102,0.313784,0.07306349,-0.01890152,-0.09400691,1.444248,0.09566195,-0.4143141,0.00793431,0.2000738,-1.085939,-0.254555,0.5861469,0.0739824,-0.0254035,-0.09804741
Left180_2,1.263678,,-0.1927247,0.01499483,-0.1067309,0.3009336,0.07035075,-0.01142628,-0.09416024,1.443831,0.09393274,-0.1970507,0.008678995,0.1639638,-0.6425202,-0.1356367,0.3737621,-0.007666275,-0.02089143,-0.08646064
Left180_2,1.280627,,-0.1945895,0.01541035,-0.1051924,0.2901013,0.06828295,-0.00644271,-0.09441531,1.443405,0.09318984,-0.09324253,0.02077618,0.07692613,-0.541611,-0.1033902,0.2491783,-0.01275353,-0.02129078,-0.03714487
Left180_2,1.297658,,-0.1960237,0.01588685,-0.1040598,0.2796013,0.06651755,-0.002104914,-0.09468813,1.442948,0.09269389,-0.07171035,0.02382477,0.05663,-0.5250007,-0.08826964,0.2168898,-0.01364127,-0.02286434,-0.02479777
Left180_2,1.31465,,-0.1949583,0.01554613,-0.09980749,0.2690652,0.06568907,0.001848286,-0.0963487,1.442754,0.09042791,0.05327314,-0.01703566,0.2126165,-0.5268067,-0.04142411,0.19766,-0.08302815,-0.009679794,-0.1132991
Left180_2,1.333552,,-0.192847,0.01629503,-0.09458971,0.2572815,0.0650437,0.005957978,-0.09845876,1.442419,0.08765514,0.1055621,0.03744503,0.2608892,-0.5891874,-0.03226846,0.2054846,-0.1055032,-0.01674891,-0.1386382
Left180_2,1.367584,,-0.1922663,0.02024007,-0.09184978,0.2360845,0.06376754,0.01014148,-0.0998977,1.441385,0.08618063,0.02903491,0.1972517,0.1369964,-1.059846,-0.06380826,0.2091752,-0.0719469,-0.05171299,-0.07372573
Left180_2,1.384593,,-0.1923117,0.02377277,-0.09120226,0.2245985,0.06286564,0.01026349,-0.1004951,1.440755,0.08594141,-0.002267212,0.1766352,0.03237613,-0.5743042,-0.04509464,0.006100209,-0.02987236,-0.03147721,-0.01196079
Left180_2,1.401586,,-0.1924759,0.02776286,-0.09042612,0.2135987,0.06211662,0.009941583,-0.101026,1.440084,0.08573789,-0.00821054,0.1995047,0.03880709,-0.5499855,-0.03745109,-0.01609516,-0.02654158,-0.03355145,-0.010176
Left180_2,1.418573,,-0.1936598,0.03120305,-0.08991975,0.2072524,0.06122404,0.007403301,-0.1010805,1.439757,0.08558519,-0.05919412,0.1720091,0.02531856,-0.3173158,-0.04462935,-0.1269141,-0.002724677,-0.01635551,-0.007634982
Left180_2,1.435595,,-0.1950069,0.03497174,-0.08985052,0.201082,0.06047533,0.004493918,-0.1010297,1.439417,0.08545505,-0.06735772,0.1884347,0.003461167,-0.3085233,-0.03743544,-0.1454691,0.002536178,-0.01701713,-0.006507337
